key_id,player_id,family_name,given_name,birth_date,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link
91,P-42799,Adeleye,Dele,1988-12-25,False,True,False,False,1,2010,https://en.wikipedia.org/wiki/Dele_Adeleye
93,P-56969,Adepoju,Mutiu,1970-12-22,False,False,True,False,3,"1994, 1998, 2002",https://en.wikipedia.org/wiki/Mutiu_Adepoju
94,P-05901,Adeyemi,Karim,2002-01-18,False,False,False,True,1,2022,https://en.wikipedia.org/wiki/Karim_Adeyemi
95,P-65216,Adiyiah,Dominic,1989-11-29,False,False,False,True,1,2010,https://en.wikipedia.org/wiki/Dominic_Adiyiah
96,P-17027,Adjei,Sammy,1980-09-01,True,False,False,False,1,2006,https://en.wikipedia.org/wiki/Sammy_Adjei
98,P-67189,Adomah,Albert,1987-12-13,False,False,True,False,1,2014,https://en.wikipedia.org/wiki/Albert_Adomah
100,P-20372,Adriano,not applicable,1982-02-17,False,False,False,True,1,2006,"https://en.wikipedia.org/wiki/Adriano_(footballer,_born_1982)"
101,P-47833,Advíncula,Luis,1990-03-02,False,True,False,False,1,2018,https://en.wikipedia.org/wiki/Luis_Adv%C3%ADncula
102,P-32222,Aebischer,Michel,1997-01-06,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Michel_Aebischer
106,P-81141,Afellay,Ibrahim,1986-04-02,False,False,True,False,1,2010,https://en.wikipedia.org/wiki/Ibrahim_Afellay
107,P-05368,Afful,Harrison,1986-06-24,False,True,False,False,1,2014,https://en.wikipedia.org/wiki/Harrison_Afful
108,P-47319,Afif,Akram,1996-11-18,False,False,False,True,1,2022,https://en.wikipedia.org/wiki/Akram_Afif
109,P-55727,Afolabi,Rabiu,1980-04-18,False,True,False,False,2,"2002, 2010",https://en.wikipedia.org/wiki/Rabiu_Afolabi
112,P-13639,Afriyie,Daniel,2001-06-26,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Daniel_Afriyie
113,P-30416,Agassa,Kossi,1978-07-02,True,False,False,False,1,2006,https://en.wikipedia.org/wiki/Kossi_Agassa
114,P-53035,Agbim,Chigozie,1984-11-28,True,False,False,False,1,2014,https://en.wikipedia.org/wiki/Chigozie_Agbim
116,P-08310,Agboh,Kuami,1977-12-28,False,False,True,False,1,2006,https://en.wikipedia.org/wiki/Kuami_Agboh
118,P-52264,Agger,Daniel,1984-12-12,False,True,False,False,1,2010,https://en.wikipedia.org/wiki/Daniel_Agger
119,P-74228,Aghahowa,Julius,1982-02-12,False,False,False,True,1,2002,https://en.wikipedia.org/wiki/Julius_Aghahowa
121,P-72797,Agoos,Jeff,1968-05-02,False,True,False,False,2,"1998, 2002",https://en.wikipedia.org/wiki/Jeff_Agoos
125,P-47490,Aguerd,Nayef,1996-03-30,False,True,False,False,1,2022,https://en.wikipedia.org/wiki/Nayef_Aguerd
127,P-36870,Agüero,Sergio,1988-06-02,False,False,False,True,3,"2010, 2014, 2018",https://en.wikipedia.org/wiki/Sergio_Ag%C3%BCero
129,P-76705,Aguilar,Abel,1985-01-06,False,False,True,False,2,"2014, 2018",https://en.wikipedia.org/wiki/Abel_Aguilar
131,P-01835,Aguilar,Paul,1986-03-06,False,True,False,False,2,"2010, 2014",https://en.wikipedia.org/wiki/Paul_Aguilar
133,P-44957,Aguilera,Brandon,2003-06-28,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Brandon_Aguilera
139,P-23101,Aguinaga,Álex,1968-07-09,False,False,True,False,1,2002,https://en.wikipedia.org/wiki/%C3%81lex_Aguinaga
142,P-79898,Agyei,Daniel,1989-11-10,True,False,False,False,1,2010,https://en.wikipedia.org/wiki/Daniel_Agyei
143,P-89904,Agyemang-Badu,Emmanuel,1990-12-02,False,False,True,False,1,2014,https://en.wikipedia.org/wiki/Emmanuel_Agyemang-Badu
146,P-37948,Ahmadi,Rahman,1980-07-30,True,False,False,False,1,2014,https://en.wikipedia.org/wiki/Rahman_Ahmadi
148,P-33804,Ahmed,Homam,1999-08-25,False,True,False,False,1,2022,https://en.wikipedia.org/wiki/Homam_Ahmed
149,P-27915,Ahmed,Issah,1982-05-24,False,True,False,False,1,2006,https://en.wikipedia.org/wiki/Issah_Gabriel_Ahmed
150,P-26616,Ahn,Jung-hwan,1976-01-27,False,False,False,True,3,"2002, 2006, 2010",https://en.wikipedia.org/wiki/Ahn_Jung-hwan
151,P-29011,Ahorlu,Stephen,1988-09-05,True,False,False,False,1,2010,https://en.wikipedia.org/wiki/Stephen_Ahorlu
153,P-09991,Aidoo,Joseph,1995-09-29,False,True,False,False,1,2022,https://en.wikipedia.org/wiki/Joseph_Aidoo_(Ghanaian_footballer)
157,P-25906,Aimar,Pablo,1979-11-03,False,False,True,False,2,"2002, 2006",https://en.wikipedia.org/wiki/Pablo_Aimar
160,P-66972,Airosa,Marco,1984-08-06,False,True,False,False,1,2006,https://en.wikipedia.org/wiki/Marco_Airosa
161,P-58822,Aït Bennasser,Youssef,1996-07-07,False,False,True,False,1,2018,https://en.wikipedia.org/wiki/Youssef_A%C3%AFt_Bennasser
163,P-73175,Aiyenugba,Dele,1983-11-20,True,False,False,False,1,2010,https://en.wikipedia.org/wiki/Dele_Aiyenugba
169,P-48722,Akalé,Kanga,1981-03-07,False,False,True,False,1,2006,https://en.wikipedia.org/wiki/Kanga_Akal%C3%A9
170,P-23925,Akanji,Manuel,1995-07-19,False,True,False,False,2,"2018, 2022",https://en.wikipedia.org/wiki/Manuel_Akanji
171,P-64438,Aké,Nathan,1995-02-18,False,True,False,False,1,2022,https://en.wikipedia.org/wiki/Nathan_Ak%C3%A9
176,P-95453,Akinfeev,Igor,1986-04-08,True,False,False,False,2,"2014, 2018",https://en.wikipedia.org/wiki/Igor_Akinfeev
177,P-34956,Akita,Yutaka,1970-08-06,False,True,False,False,2,"1998, 2002",https://en.wikipedia.org/wiki/Yutaka_Akita
178,P-01401,Akoto,Eric,1980-07-20,False,True,False,False,1,2006,https://en.wikipedia.org/wiki/Eric_Akoto
179,P-42905,Akpa Akpro,Jean-Daniel,1992-10-11,False,True,False,False,1,2014,https://en.wikipedia.org/wiki/Jean-Daniel_Akpa_Akpro
181,P-83020,Akpeyi,Daniel,1986-03-08,True,False,False,False,1,2018,https://en.wikipedia.org/wiki/Daniel_Akpeyi
182,P-07482,Akwá,not applicable,1977-05-30,False,False,False,True,1,2006,https://en.wikipedia.org/wiki/Akw%C3%A1
183,P-48288,Akwuegbu,Benedict,1974-11-03,False,False,False,True,1,2002,https://en.wikipedia.org/wiki/Benedict_Akwuegbu
184,P-79130,Akyel,Fatih,1977-12-26,False,True,False,False,1,2002,https://en.wikipedia.org/wiki/Fatih_Akyel
185,P-76864,Al-Abed,Nawaf,1990-01-26,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Nawaf_Al-Abed
186,P-45581,Al-Aboud,Abdulrahman,1995-06-01,False,False,False,True,1,2022,https://en.wikipedia.org/wiki/Abdulrahman_Al-Aboud
187,P-12335,Al-Amri,Abdulelah,1997-01-15,False,True,False,False,1,2022,https://en.wikipedia.org/wiki/Abdulelah_Al-Amri
191,P-67035,Al-Aqidi,Nawaf,2000-05-10,True,False,False,False,1,2022,https://en.wikipedia.org/wiki/Nawaf_Al-Aqidi
192,P-58952,Al-Bahri,Ahmed,1980-09-18,False,True,False,False,1,2006,https://en.wikipedia.org/wiki/Ahmed_Al-Bahri
194,P-60833,Al-Bishi,Mohamed,1987-05-03,False,True,False,False,1,2006,https://en.wikipedia.org/wiki/Mohamed_Al-Bishi
195,P-94422,Al-Breik,Mohammed,1992-09-15,False,True,False,False,2,"2018, 2022",https://en.wikipedia.org/wiki/Mohammed_Al-Breik
196,P-87284,Al-Bulaihi,Ali,1989-11-21,False,True,False,False,2,"2018, 2022",https://en.wikipedia.org/wiki/Ali_Al-Bulaihi
199,P-89845,Al-Buraikan,Firas,2000-05-14,False,False,False,True,1,2022,https://en.wikipedia.org/wiki/Firas_Al-Buraikan
202,P-10907,Al-Dawsari,Nasser,1998-12-19,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Nasser_Al-Dawsari
203,P-70583,Al-Dawsari,Salem,1991-08-19,False,False,True,True,2,"2018, 2022",https://en.wikipedia.org/wiki/Salem_Al-Dawsari
204,P-12996,Al-Deayea,Mohamed,1972-08-02,True,False,False,False,4,"1994, 1998, 2002, 2006",https://en.wikipedia.org/wiki/Mohamed_Al-Deayea
205,P-53448,Al-Dokhi,Ahmed,1976-10-25,False,True,False,False,3,"1998, 2002, 2006",https://en.wikipedia.org/wiki/Ahmed_Dokhi
207,P-17941,Al-Dosari,Khamis,1973-09-08,False,False,True,False,2,"1998, 2002",https://en.wikipedia.org/wiki/Khamis_Al-Dosari
208,P-85019,Al-Dosari,Obeid,1975-10-02,False,False,False,True,2,"1998, 2002",https://en.wikipedia.org/wiki/Obeid_Al-Dosari
209,P-93688,Al-Faraj,Salman,1989-08-01,False,False,True,False,2,"2018, 2022",https://en.wikipedia.org/wiki/Salman_Al-Faraj
210,P-00585,Al-Ghamdi,Omar,1979-04-11,False,False,True,False,2,"2002, 2006",https://en.wikipedia.org/wiki/Omar_Al-Ghamdi
212,P-06789,Al-Ghannam,Sultan,1994-05-06,False,True,False,False,1,2022,https://en.wikipedia.org/wiki/Sultan_Al-Ghannam
216,P-93316,Al-Hadhrami,Naif,2001-07-18,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Naif_Al-Hadhrami
217,P-43921,Al-Hajri,Salem,1996-04-10,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Salem_Al-Hajri
219,P-91707,Al-Harbi,Mansoor,1987-10-19,False,True,False,False,1,2018,"https://en.wikipedia.org/wiki/Mansoor_Al-Harbi_(footballer,_born_1987)"
220,P-16522,Al-Harthi,Mohsin,1976-07-17,False,True,False,False,1,2002,https://en.wikipedia.org/wiki/Mohsin_al-Harthi
221,P-88984,Al-Harthi,Saad,1984-02-03,False,False,False,True,1,2006,https://en.wikipedia.org/wiki/Saad_Al-Harthi
223,P-45413,Al-Hassan,Ali,1997-03-04,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Ali_Al-Hassan
224,P-38732,Al-Haydos,Hassan,1990-12-11,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Hassan_Al-Haydos
227,P-88041,Al-Jaber,Sami,1972-12-11,False,False,False,True,4,"1994, 1998, 2002, 2006",https://en.wikipedia.org/wiki/Sami_Al-Jaber
228,P-55518,Al-Jahani,Mohammed,1974-09-28,False,True,False,False,2,"1998, 2002",https://en.wikipedia.org/wiki/Mohammed_Al-Jahani
231,P-66636,Al-Jassim,Taisir,1984-07-25,False,False,True,False,1,2018,https://en.wikipedia.org/wiki/Taisir_Al-Jassim
232,P-26868,Al-Jumaan,Abdullah,1977-11-10,False,False,False,True,1,2002,https://en.wikipedia.org/wiki/Abdullah_Al-Jumaan
233,P-82537,Al-Khaibari,Abdullah,1996-08-16,False,False,True,False,1,2018,https://en.wikipedia.org/wiki/Abdullah_Al-Khaibari
234,P-04434,Al-Khaibri,Abdulmalek,1986-03-13,False,False,True,False,1,2018,https://en.wikipedia.org/wiki/Abdulmalek_Al-Khaibri
235,P-76946,Al-Khathran,Abdulaziz,1973-07-31,False,True,True,False,2,"2002, 2006",https://en.wikipedia.org/wiki/Abdulaziz_Khathran
237,P-29107,Al-Khojali,Mohammed,1973-01-15,True,False,False,False,1,2002,https://en.wikipedia.org/wiki/Mohammed_Al-Khojali
238,P-20216,Al-Malki,Abdulellah,1994-10-11,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Abdulellah_Al-Malki
239,P-61496,Al-Mayouf,Abdullah,1987-01-23,True,False,False,False,1,2018,https://en.wikipedia.org/wiki/Abdullah_Al-Mayouf
241,P-77853,Al-Mogahwi,Housain,1988-03-24,False,False,True,False,1,2018,https://en.wikipedia.org/wiki/Housain_Al-Mogahwi
242,P-48279,Al-Montashari,Hamad,1982-06-22,False,True,False,False,1,2006,https://en.wikipedia.org/wiki/Hamad_Al-Montashari
243,P-40442,Al-Mosailem,Yasser,1984-02-27,True,False,False,False,1,2018,https://en.wikipedia.org/wiki/Yasser_Al-Mosailem
244,P-24301,Al-Muwallad,Fahad,1994-09-14,False,False,False,True,1,2018,https://en.wikipedia.org/wiki/Fahad_Al-Muwallad
246,P-87569,Al-Najei,Sami,1997-02-07,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Sami_Al-Najei
248,P-85438,Al-Owais,Mohammed,1991-10-10,True,False,False,False,2,"2018, 2022",https://en.wikipedia.org/wiki/Mohammed_Al-Owais
250,P-84226,Al-Qadi,Naif,1979-04-03,False,True,False,False,1,2006,https://en.wikipedia.org/wiki/Naif_Al-Qadi
251,P-87114,Al-Qahtani,Yasser,1982-10-10,False,False,False,True,1,2006,https://en.wikipedia.org/wiki/Yasser_Al-Qahtani
252,P-15161,Al-Rawi,Bassam,1997-12-16,False,True,False,False,1,2022,https://en.wikipedia.org/wiki/Bassam_Al-Rawi
253,P-06659,Al-Rubaie,Mohammed,1997-08-14,True,False,False,False,1,2022,https://en.wikipedia.org/wiki/Mohammed_Al-Rubaie
255,P-83734,Al-Sahlawi,Mohammad,1987-01-10,False,False,False,True,1,2018,https://en.wikipedia.org/wiki/Mohammad_Al-Sahlawi
256,P-92151,Al-Shahrani,Ibrahim,1974-07-21,False,False,True,True,2,"1998, 2002",https://en.wikipedia.org/wiki/Ibrahim_Al-Shahrani
257,P-45457,Al-Shahrani,Yasser,1992-05-25,False,True,False,False,2,"2018, 2022",https://en.wikipedia.org/wiki/Yasser_Al-Shahrani
258,P-11262,Al-Shalhoub,Mohammad,1980-12-08,False,False,True,False,2,"2002, 2006",https://en.wikipedia.org/wiki/Mohammad_Al-Shalhoub
259,P-70879,Al-Sheeb,Saad,1990-02-19,True,False,False,False,1,2022,https://en.wikipedia.org/wiki/Saad_Al-Sheeb
260,P-48349,Al-Shehri,Fouzi,1980-05-15,False,True,False,False,1,2002,https://en.wikipedia.org/wiki/Fouzi_Al-Shehri
261,P-37308,Al-Shehri,Saleh,1993-11-01,False,False,False,True,1,2022,https://en.wikipedia.org/wiki/Saleh_Al-Shehri
262,P-23568,Al-Shehri,Yahya,1990-06-26,False,False,True,False,1,2018,https://en.wikipedia.org/wiki/Yahya_Al-Shehri
267,P-93173,Al-Tambakti,Hassan,1999-02-09,False,True,False,False,1,2022,https://en.wikipedia.org/wiki/Hassan_Al-Tambakti
269,P-20886,Al-Temyat,Nawaf,1976-06-28,False,False,True,False,3,"1998, 2002, 2006",https://en.wikipedia.org/wiki/Nawaf_Al-Temyat
270,P-12568,Al-Thagafi,Mansour,1979-01-14,False,True,False,False,1,2002,https://en.wikipedia.org/wiki/Mansour_Al-Thagafi
272,P-75813,Al-Waked,Abdullah,1975-09-29,False,False,True,False,1,2002,https://en.wikipedia.org/wiki/Abdullah_Al-Waked
273,P-00683,Al-Yami,Al Hasan,1972-08-21,False,False,False,True,1,2002,https://en.wikipedia.org/wiki/Al_Hasan_Al-Yami
274,P-57100,Alaaeldin,Ahmed,1993-01-31,False,False,False,True,1,2022,https://en.wikipedia.org/wiki/Ahmed_Alaaeldin
279,P-01416,Alba,Jordi,1989-03-21,False,True,False,False,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Jordi_Alba
281,P-21683,Albelda,David,1977-09-01,False,False,True,False,2,"2002, 2006",https://en.wikipedia.org/wiki/David_Albelda
288,P-24647,Albiol,Raúl,1985-09-04,False,True,False,False,2,"2010, 2014",https://en.wikipedia.org/wiki/Ra%C3%BAl_Albiol
290,P-75764,Albornoz,Miiko,1990-11-30,False,True,False,False,1,2014,https://en.wikipedia.org/wiki/Miiko_Albornoz
295,P-59999,Albright,Chris,1979-01-14,False,True,False,False,1,2006,https://en.wikipedia.org/wiki/Chris_Albright
297,P-87859,Alcaraz,Antolín,1982-07-30,False,True,False,False,1,2010,https://en.wikipedia.org/wiki/Antol%C3%ADn_Alcaraz
302,P-70547,Alderweireld,Toby,1989-03-02,False,True,False,False,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Toby_Alderweireld
308,P-82861,Alenemeh,Ahmad,1982-10-10,False,True,False,False,1,2014,https://en.wikipedia.org/wiki/Ahmad_Alenemeh
309,P-51792,Alenichev,Dmitri,1972-10-20,False,False,True,False,1,2002,https://en.wikipedia.org/wiki/Dmitri_Alenichev
311,P-05318,Alexander-Arnold,Trent,1998-10-07,False,True,False,False,2,"2018, 2022",https://en.wikipedia.org/wiki/Trent_Alexander-Arnold
312,P-42808,Alexandersson,Niclas,1971-12-29,False,False,True,False,2,"2002, 2006",https://en.wikipedia.org/wiki/Niclas_Alexandersson
318,P-82853,Alfaro,Wardy,1977-12-31,True,False,False,False,1,2006,https://en.wikipedia.org/wiki/Wardy_Alfaro
324,P-01930,Ali,Almoez,1996-08-19,False,False,False,True,1,2022,https://en.wikipedia.org/wiki/Almoez_Ali
329,P-21531,Alisson,not applicable,1992-10-02,True,False,False,False,2,"2018, 2022",https://en.wikipedia.org/wiki/Alisson
335,P-45212,Allbäck,Marcus,1973-07-05,False,False,False,True,2,"2002, 2006",https://en.wikipedia.org/wiki/Marcus_Allb%C3%A4ck
341,P-92761,Allen,Joe,1990-03-14,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Joe_Allen
346,P-83363,Alli,Dele,1996-04-11,False,False,True,False,1,2018,https://en.wikipedia.org/wiki/Dele_Alli
350,P-56659,Almada,Thiago,2001-04-26,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Thiago_Almada
353,P-75772,Almeida,André,1990-09-10,False,True,False,False,1,2014,https://en.wikipedia.org/wiki/Andr%C3%A9_Almeida
354,P-14428,Almeida,Hugo,1984-05-23,False,False,False,True,2,"2010, 2014",https://en.wikipedia.org/wiki/Hugo_Almeida
356,P-88203,Almeyda,Matías,1973-12-21,False,False,True,False,2,"1998, 2002",https://en.wikipedia.org/wiki/Mat%C3%ADas_Almeyda
360,P-63567,Alnoudji,Nicolas,1979-12-09,False,False,True,False,1,2002,https://en.wikipedia.org/wiki/Nicolas_Alnoudji
361,P-59039,Aloisi,John,1976-02-05,False,False,False,True,1,2006,https://en.wikipedia.org/wiki/John_Aloisi
366,P-73924,Alonso,Xabi,1981-11-25,False,False,True,False,3,"2006, 2010, 2014",https://en.wikipedia.org/wiki/Xabi_Alonso
371,P-07475,Altidore,Jozy,1989-11-06,False,False,False,True,2,"2010, 2014",https://en.wikipedia.org/wiki/Jozy_Altidore
375,P-03616,Alvarado,Esteban,1989-04-28,True,False,False,False,1,2022,https://en.wikipedia.org/wiki/Esteban_Alvarado
378,P-73491,Alvarado,Roberto,1998-09-07,False,False,False,True,1,2022,https://en.wikipedia.org/wiki/Roberto_Alvarado
379,P-87796,Alvarenga,Guido,1970-08-24,False,False,True,False,1,2002,https://en.wikipedia.org/wiki/Guido_Alvarenga
380,P-97689,Álvarez,Édgar,1980-01-09,False,False,True,False,1,2010,https://en.wikipedia.org/wiki/%C3%89dgar_%C3%81lvarez
381,P-26546,Álvarez,Edson,1997-10-24,False,True,False,False,2,"2018, 2022",https://en.wikipedia.org/wiki/Edson_%C3%81lvarez
384,P-19776,Álvarez,Julián,2000-01-31,False,False,False,True,1,2022,https://en.wikipedia.org/wiki/Juli%C3%A1n_%C3%81lvarez_(footballer)
385,P-09058,Álvarez,Kevin,1999-01-15,False,True,False,False,1,2022,"https://en.wikipedia.org/wiki/Kevin_%C3%81lvarez_(footballer,_born_1999)"
387,P-58741,Álvarez,Ricky,1988-04-12,False,False,True,False,1,2014,https://en.wikipedia.org/wiki/Ricky_%C3%81lvarez
388,P-86404,Álvarez Balanta,Éder,1993-02-28,False,True,False,False,1,2014,https://en.wikipedia.org/wiki/%C3%89der_%C3%81lvarez_Balanta
392,P-02115,Alvbåge,John,1982-08-10,True,False,False,False,1,2006,https://en.wikipedia.org/wiki/John_Alvb%C3%A5ge
394,P-76960,Alves,Bruno,1981-11-27,False,True,False,False,3,"2010, 2014, 2018",https://en.wikipedia.org/wiki/Bruno_Alves
395,P-09441,Alves,Dani,1983-05-06,False,True,False,False,3,"2010, 2014, 2022",https://en.wikipedia.org/wiki/Dani_Alves
402,P-23330,Amallah,Selim,1996-11-15,False,False,True,False,1,2022,https://en.wikipedia.org/wiki/Selim_Amallah
411,P-82956,Amartey,Daniel,1994-12-21,False,True,False,False,1,2022,https://en.wikipedia.org/wiki/Daniel_Amartey
414,P-22192,Ambrose,Efe,1988-10-18,False,True,False,False,1,2014,https://en.wikipedia.org/wiki/Efe_Ambrose
415,P-75905,Ambrosi,Paúl,1980-10-14,False,True,False,False,1,2006,https://en.wikipedia.org/wiki/Pa%C3%BAl_Ambrosi
416,P-21753,Ameen,Mohammed,1980-04-29,False,False,True,False,1,2006,https://en.wikipedia.org/wiki/Mohammed_Ameen
417,P-69103,Amelia,Marco,1982-04-02,True,False,False,False,1,2006,https://en.wikipedia.org/wiki/Marco_Amelia
419,P-03886,Ameobi,Shola,1981-10-12,False,False,False,True,1,2014,https://en.wikipedia.org/wiki/Shola_Ameobi
423,P-24531,Amiri,Vahid,1988-04-02,False,False,True,False,2,"2018, 2022",https://en.wikipedia.org/wiki/Vahid_Amiri
425,P-79316,Amoah,Matthew,1980-10-24,False,False,False,True,2,"2006, 2010",https://en.wikipedia.org/wiki/Matthew_Amoah
429,P-11629,Amorim,Rúben,1985-01-27,False,False,True,False,2,"2010, 2014",https://en.wikipedia.org/wiki/R%C3%BAben_Amorim
431,P-50398,Ampadu,Ethan,2000-09-14,False,True,False,False,1,2022,https://en.wikipedia.org/wiki/Ethan_Ampadu
432,P-37696,Amrabat,Nordin,1987-03-31,False,False,True,False,1,2018,https://en.wikipedia.org/wiki/Nordin_Amrabat
433,P-71023,Amrabat,Sofyan,1996-08-21,False,False,True,False,2,"2018, 2022",https://en.wikipedia.org/wiki/Sofyan_Amrabat
438,P-84945,An,Chol-hyok,1987-06-27,False,False,False,True,1,2010,https://en.wikipedia.org/wiki/An_Chol-hyok
440,P-31496,An,Qi,1981-06-21,True,False,False,False,1,2002,https://en.wikipedia.org/wiki/An_Qi
442,P-16478,An,Yong-hak,1978-10-25,False,False,True,False,1,2010,https://en.wikipedia.org/wiki/An_Yong-hak
451,P-43705,Andersen,Joachim,1996-05-31,False,True,False,False,1,2022,https://en.wikipedia.org/wiki/Joachim_Andersen_(footballer)
453,P-83165,Andersen,Stephan,1981-11-26,True,False,False,False,1,2010,https://en.wikipedia.org/wiki/Stephan_Andersen
458,P-71531,Andersson,Andreas,1974-04-10,False,False,False,True,1,2002,"https://en.wikipedia.org/wiki/Andreas_Andersson_(footballer,_born_1974)"
460,P-62207,Andersson,Daniel,1977-08-28,False,False,True,False,2,"2002, 2006","https://en.wikipedia.org/wiki/Daniel_Andersson_(footballer,_born_1977)"
468,P-63774,Andersson,Patrik,1971-08-18,False,True,False,False,2,"1994, 2002",https://en.wikipedia.org/wiki/Patrik_Andersson
479,P-82191,Andrade,Jorge,1978-04-09,False,True,False,False,1,2002,https://en.wikipedia.org/wiki/Jorge_Andrade
490,P-77807,Andrews,Marvin,1975-12-22,False,True,False,False,1,2006,https://en.wikipedia.org/wiki/Marvin_Andrews
